[Sun Sep 02 13:32:36.440291 2018] [core:crit] [pid 9936] (13)Permission denied: [client 127.0.0.1:54610] AH00529: /var/www/travel/public_html/public/storage/images/site_0/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/site_0/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.471324 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/categories/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/categories/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.482118 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/categories/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/categories/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.482251 2018] [core:crit] [pid 9937] (13)Permission denied: [client 127.0.0.1:54606] AH00529: /var/www/travel/public_html/public/storage/images/site_0/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/site_0/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.486257 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/site_12/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/site_12/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.488173 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/site_12/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/site_12/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.503730 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.503892 2018] [core:crit] [pid 9937] (13)Permission denied: [client 127.0.0.1:54606] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.504156 2018] [core:crit] [pid 9802] (13)Permission denied: [client 127.0.0.1:54608] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.505442 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.520095 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.520226 2018] [core:crit] [pid 9937] (13)Permission denied: [client 127.0.0.1:54606] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.520487 2018] [core:crit] [pid 9802] (13)Permission denied: [client 127.0.0.1:54608] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.521520 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.778593 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.778795 2018] [core:crit] [pid 9937] (13)Permission denied: [client 127.0.0.1:54606] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.779110 2018] [core:crit] [pid 9724] (13)Permission denied: [client 127.0.0.1:54616] AH00529: /var/www/travel/public_html/public/storage/images/articles/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/articles/' is executable, referer: http://travel/
[Sun Sep 02 13:32:36.789077 2018] [core:crit] [pid 9935] (13)Permission denied: [client 127.0.0.1:54604] AH00529: /var/www/travel/public_html/public/storage/images/avatars/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable and that '/var/www/travel/public_html/public/storage/images/avatars/' is executable, referer: http://travel/
